 -4.98   0.00   0.00   0.00   0.00
 -4.95   0.00   0.00   0.00   0.00
 -4.93   0.00   0.00   0.00   0.00
 -4.90   0.00   0.00   0.00   0.00
 -4.88   0.00   0.00   0.00   0.00
 -4.85   0.00   0.00   0.00   0.00
 -4.83   0.00   0.00   0.00   0.00
 -4.80   0.00   0.00   0.00   0.00
 -4.78   0.00   0.00   0.00   0.00
 -4.75   0.00   0.00   0.00   0.00
 -4.73   0.00   0.00   0.00   0.00
 -4.70   0.00   0.00   0.00   0.00
 -4.67   0.00   0.00   0.00   0.00
 -4.65   0.00   0.00   0.00   0.00
 -4.62   0.00   0.00   0.00   0.00
 -4.60   0.00   0.00   0.00   0.00
 -4.58   0.00   0.00   0.00   0.00
 -4.55   0.00   0.00   0.00   0.00
 -4.53   0.00   0.00   0.00   0.00
 -4.50   0.00   0.00   0.00   0.00
 -4.48   0.00   0.00   0.00   0.00
 -4.45   0.00   0.00   0.00   0.00
 -4.42   0.00   0.00   0.00   0.00
 -4.40   0.00   0.00   0.00   0.00
 -4.38   0.00   0.00   0.00   0.00
 -4.35   0.00   0.00   0.00   0.00
 -4.33   0.00   0.00   0.00   0.00
 -4.30   0.00   0.00   0.00   0.00
 -4.28   0.00   0.00   0.00   0.00
 -4.25   0.00   0.00   0.00   0.00
 -4.23   0.00   0.00   0.00   0.00
 -4.20   0.00   0.00   0.00   0.00
 -4.17   0.00   0.00   0.00   0.00
 -4.15   0.00   0.00   0.00   0.00
 -4.12   0.00   0.00   0.00   0.00
 -4.10   0.00   0.00   0.00   0.00
 -4.08   0.00   0.00   0.00   0.00
 -4.05   0.00   0.00   0.00   0.00
 -4.03   0.00   0.00   0.00   0.00
 -4.00   0.00   0.00   0.00   0.00
 -3.98   0.00   0.00   0.00   0.00
 -3.95   0.00   0.00   0.00   0.00
 -3.93   0.00   0.00   0.00   0.00
 -3.90   0.00   0.00   0.00   0.00
 -3.88   0.00   0.00   0.00   0.00
 -3.85   0.00   0.00   0.00   0.00
 -3.83   0.00   0.00   0.00   0.00
 -3.80   0.00   0.00   0.00   0.00
 -3.78   0.00   0.00   0.00   0.00
 -3.75   0.00   0.00   0.00   0.00
 -3.73   0.00   0.00   0.00   0.00
 -3.70   0.00   0.00   0.00   0.00
 -3.68   0.00   0.00   0.00   0.00
 -3.65   0.00   0.00   0.00   0.00
 -3.62   0.00   0.00   0.00   0.00
 -3.60   0.00   0.00   0.00   0.00
 -3.58   0.00   0.00   0.00   0.00
 -3.55   0.00   0.00   0.00   0.00
 -3.53   0.00   0.00   0.00   0.00
 -3.50   0.00   0.00   0.00   0.00
 -3.48   0.00   0.00   0.00   0.00
 -3.45   0.00   0.00   0.00   0.00
 -3.43   0.00   0.00   0.00   0.01
 -3.40   0.00   0.00   0.00   0.01
 -3.38   0.00   0.00   0.00   0.01
 -3.35   0.00   0.01   0.00   0.01
 -3.33   0.00   0.01   0.00   0.01
 -3.30   0.00   0.01   0.00   0.01
 -3.28   0.00   0.01   0.00   0.01
 -3.25   0.00   0.01   0.00   0.01
 -3.23   0.00   0.01   0.00   0.01
 -3.20   0.00   0.01   0.00   0.01
 -3.18   0.00   0.01   0.00   0.01
 -3.15   0.00   0.01   0.00   0.01
 -3.12   0.00   0.01   0.00   0.01
 -3.10   0.00   0.01   0.00   0.01
 -3.08   0.00   0.01   0.00   0.01
 -3.05   0.00   0.01   0.00   0.01
 -3.03   0.00   0.01   0.00   0.02
 -3.00   0.00   0.02   0.00   0.02
 -2.98   0.00   0.02   0.00   0.02
 -2.95   0.00   0.02   0.00   0.03
 -2.93   0.00   0.03   0.00   0.03
 -2.90   0.00   0.04   0.00   0.04
 -2.88   0.00   0.06   0.00   0.06
 -2.85   0.00   0.11   0.00   0.11
 -2.83   0.00   0.25   0.00   0.25
 -2.80   0.00   0.38   0.00   0.38
 -2.78   0.00   0.36   0.00   0.36
 -2.75   0.00   0.52   0.00   0.52
 -2.73   0.00   0.37   0.00   0.37
 -2.70   0.00   0.40   0.00   0.40
 -2.68   0.00   0.57   0.00   0.57
 -2.65   0.00   0.47   0.00   0.47
 -2.62   0.00   0.38   0.00   0.38
 -2.60   0.00   0.50   0.00   0.50
 -2.58   0.00   0.50   0.00   0.50
 -2.55   0.00   0.57   0.00   0.57
 -2.53   0.00   0.48   0.00   0.48
 -2.50   0.00   0.56   0.00   0.56
 -2.48   0.00   0.39   0.00   0.39
 -2.45   0.00   0.51   0.00   0.51
 -2.43   0.00   0.67   0.00   0.68
 -2.40   0.00   0.60   0.00   0.60
 -2.38   0.00   0.55   0.00   0.55
 -2.35   0.00   0.40   0.00   0.40
 -2.33   0.00   0.50   0.00   0.50
 -2.30   0.00   0.77   0.00   0.77
 -2.27   0.00   0.75   0.00   0.76
 -2.25   0.00   0.55   0.00   0.55
 -2.23   0.00   0.52   0.00   0.53
 -2.20   0.00   0.54   0.00   0.54
 -2.18   0.00   0.73   0.00   0.73
 -2.15   0.00   0.86   0.00   0.86
 -2.12   0.00   0.81   0.00   0.81
 -2.10   0.00   0.79   0.00   0.79
 -2.08   0.00   0.71   0.00   0.72
 -2.05   0.00   0.59   0.00   0.59
 -2.02   0.00   0.94   0.00   0.94
 -2.00   0.00   1.77   0.00   1.78
 -1.98   0.00   0.93   0.00   0.93
 -1.95   0.00   0.55   0.00   0.56
 -1.93   0.00   0.67   0.00   0.67
 -1.90   0.00   0.70   0.00   0.70
 -1.88   0.00   0.70   0.00   0.70
 -1.85   0.00   0.80   0.00   0.81
 -1.83   0.00   0.66   0.00   0.66
 -1.80   0.00   0.56   0.00   0.57
 -1.78   0.00   0.41   0.00   0.41
 -1.75   0.00   0.37   0.00   0.37
 -1.73   0.00   0.47   0.00   0.47
 -1.70   0.00   0.41   0.00   0.41
 -1.68   0.00   0.63   0.00   0.64
 -1.65   0.00   0.64   0.00   0.65
 -1.62   0.00   0.42   0.00   0.43
 -1.60   0.00   0.25   0.00   0.26
 -1.58   0.00   0.22   0.00   0.22
 -1.55   0.00   0.39   0.00   0.40
 -1.53   0.00   0.31   0.00   0.32
 -1.50   0.00   0.35   0.00   0.36
 -1.48   0.00   0.44   0.00   0.45
 -1.45   0.00   0.48   0.00   0.49
 -1.43   0.00   0.34   0.00   0.34
 -1.40   0.00   0.23   0.00   0.23
 -1.38   0.00   0.15   0.00   0.15
 -1.35   0.00   0.22   0.00   0.23
 -1.33   0.00   0.39   0.00   0.40
 -1.30   0.00   0.26   0.00   0.26
 -1.28   0.00   0.24   0.00   0.24
 -1.25   0.00   0.18   0.00   0.19
 -1.23   0.00   0.35   0.00   0.35
 -1.20   0.00   0.30   0.00   0.30
 -1.18   0.00   0.27   0.00   0.27
 -1.15   0.00   0.15   0.00   0.16
 -1.12   0.00   0.17   0.01   0.18
 -1.10   0.00   0.36   0.01   0.37
 -1.07   0.00   0.17   0.01   0.18
 -1.05   0.00   0.09   0.01   0.09
 -1.03   0.00   0.07   0.01   0.08
 -1.00   0.00   0.10   0.01   0.11
 -0.98   0.00   0.25   0.01   0.26
 -0.95   0.00   0.31   0.01   0.32
 -0.93   0.00   0.21   0.01   0.22
 -0.90   0.00   0.24   0.01   0.25
 -0.88   0.00   0.23   0.01   0.24
 -0.85   0.00   0.11   0.01   0.12
 -0.83   0.00   0.06   0.01   0.07
 -0.80   0.00   0.04   0.01   0.05
 -0.78   0.00   0.04   0.01   0.05
 -0.75   0.00   0.05   0.01   0.07
 -0.73   0.00   0.11   0.01   0.12
 -0.70   0.00   0.30   0.01   0.32
 -0.68   0.00   0.21   0.01   0.22
 -0.65   0.00   0.11   0.02   0.13
 -0.62   0.00   0.18   0.02   0.20
 -0.60   0.00   0.11   0.02   0.13
 -0.58   0.00   0.05   0.02   0.07
 -0.55   0.00   0.03   0.02   0.05
 -0.53   0.00   0.03   0.02   0.05
 -0.50   0.00   0.03   0.03   0.06
 -0.48   0.00   0.06   0.03   0.09
 -0.45   0.00   0.15   0.03   0.18
 -0.43   0.00   0.10   0.04   0.14
 -0.40   0.00   0.04   0.04   0.08
 -0.38   0.00   0.03   0.05   0.08
 -0.35   0.00   0.05   0.05   0.10
 -0.33   0.00   0.13   0.06   0.19
 -0.30   0.00   0.12   0.07   0.19
 -0.28   0.00   0.04   0.08   0.13
 -0.25   0.00   0.02   0.10   0.12
 -0.23   0.00   0.01   0.12   0.14
 -0.20   0.00   0.01   0.16   0.17
 -0.18   0.00   0.01   0.21   0.22
 -0.15   0.00   0.01   0.28   0.29
 -0.12   0.00   0.01   0.40   0.41
 -0.10   0.00   0.01   0.61   0.62
 -0.08   0.01   0.01   1.06   1.07
 -0.05   0.01   0.01   2.20   2.21
 -0.03   0.02   0.02   6.21   6.25
  0.00   0.04   0.04  15.92  16.00
  0.03   0.02   0.02   6.21   6.25
  0.05   0.01   0.01   2.20   2.21
  0.08   0.01   0.01   1.06   1.07
  0.10   0.01   0.00   0.61   0.62
  0.12   0.01   0.00   0.40   0.41
  0.15   0.01   0.00   0.28   0.29
  0.18   0.01   0.00   0.21   0.22
  0.20   0.01   0.00   0.16   0.17
  0.23   0.01   0.00   0.12   0.14
  0.25   0.02   0.00   0.10   0.12
  0.28   0.04   0.00   0.08   0.13
  0.30   0.12   0.00   0.07   0.19
  0.33   0.13   0.00   0.06   0.19
  0.35   0.05   0.00   0.05   0.10
  0.38   0.03   0.00   0.05   0.08
  0.40   0.04   0.00   0.04   0.08
  0.43   0.10   0.00   0.04   0.14
  0.45   0.15   0.00   0.03   0.18
  0.48   0.06   0.00   0.03   0.09
  0.50   0.03   0.00   0.03   0.06
  0.53   0.03   0.00   0.02   0.05
  0.55   0.03   0.00   0.02   0.05
  0.58   0.05   0.00   0.02   0.07
  0.60   0.11   0.00   0.02   0.13
  0.62   0.18   0.00   0.02   0.20
  0.65   0.11   0.00   0.02   0.13
  0.68   0.21   0.00   0.01   0.22
  0.70   0.30   0.00   0.01   0.32
  0.73   0.11   0.00   0.01   0.12
  0.75   0.05   0.00   0.01   0.07
  0.78   0.04   0.00   0.01   0.05
  0.80   0.04   0.00   0.01   0.05
